,Topic,Words,Frequency,Timestamp
1834,92,"loads, photobioreactor, credits, dioxide, chlorophyceae",1,2020-07-01 04:48:00.000
1835,93,"rail, railway, tunnel, construction, hsr",2,2020-07-01 04:48:00.000
1836,94,"intravitreal, injections, reducing, anaesthesia, waste",1,2020-07-01 04:48:00.000
1837,95,"lumen, lighting, leds, classroom, lamps",1,2020-07-01 04:48:00.000
1838,97,"eigp, training, employee, commitment, cultural",1,2020-07-01 04:48:00.000
1839,98,"bark, wpc, wood, insulation, rapeseed",1,2020-07-01 04:48:00.000
1840,99,"sesame, hourly, tool, system, power",1,2020-07-01 04:48:00.000
1841,102,"blockchain, chain, integration, supply, capability",1,2020-07-01 04:48:00.000
1842,105,"mec, edge, genm, network, sbss",1,2020-07-01 04:48:00.000
1843,106,"sevoflurane, anesthesia, anesthetics, month, anesthetic",1,2020-07-01 04:48:00.000
1844,108,"pon, optical, twdm, sleep, latency",1,2020-07-01 04:48:00.000
1845,110,"biochar, rice, paddy, pyrolysis, fields",1,2020-07-01 04:48:00.000
1846,112,"wwtps, wastewater, treatment, footprints, water",1,2020-07-01 04:48:00.000
1847,114,"spirits, cognac, neutral, neutrality, principle",1,2020-07-01 04:48:00.000
1848,117,"calculator, calculators, svalna, users, transaction",2,2020-07-01 04:48:00.000
1849,118,"certified, palm, rspo, oil, mills",1,2020-07-01 04:48:00.000
1850,120,"reservoir, tgr, impoundment, hydropower, ghg",1,2020-07-01 04:48:00.000
1851,121,"menu, school, menus, children, md",2,2020-07-01 04:48:00.000
1852,122,"cassava, starch, biofertilizer, stalks, wastewater",1,2020-07-01 04:48:00.000
1853,124,"aviation, air, airline, pandemic, airlines",3,2020-07-01 04:48:00.000
1854,126,"coffee, scarcity, cultivation, nicaragua, honduras",1,2020-07-01 04:48:00.000
1855,127,"ber, wpcbs, ultrasonic, mb, fiberglass",1,2020-07-01 04:48:00.000
1856,128,"biogas, manure, iran, biochar, khorasan",2,2020-07-01 04:48:00.000
1857,130,"hydro, turbines, pressure, dissipated, velocity",1,2020-07-01 04:48:00.000
1858,131,"ro, ship, valbiska, lopar, passenger",1,2020-07-01 04:48:00.000
1859,132,"dietary, acculturation, cf, food, diet",2,2020-07-01 04:48:00.000
1860,133,"bamboo, elasticity, fire, elevated, modulus",1,2020-07-01 04:48:00.000
1861,134,"sfscs, chains, apples, apple, supply",1,2020-07-01 04:48:00.000
1862,135,"wooden, wood, interior, positive, materials",1,2020-07-01 04:48:00.000
1863,138,"cooling, heating, radiative, contact, monofunctional",1,2020-07-01 04:48:00.000
1864,141,"gangue, coal, utilisation, embankment, geotechnical",1,2020-07-01 04:48:00.000
1865,144,"trenchless, pipeline, pipe, cut, construction",1,2020-07-01 04:48:00.000
1866,145,"biochar, admixture, cement, cementitious, overstretched",1,2020-07-01 04:48:00.000
1867,146,"eps, mortar, mortars, masonry, cement",1,2020-07-01 04:48:00.000
1868,147,"social, design, product, manufacturing, sustainability",1,2020-07-01 04:48:00.000
1869,149,"aircraft, auxiliary, rotary, configurations, power",1,2020-07-01 04:48:00.000
1870,150,"fog, computing, modulation, nodes, frequency",1,2020-07-01 04:48:00.000
1871,151,"stormwater, wsud, modelling, water, mcda",2,2020-07-01 04:48:00.000
1872,153,"lignin, flocculants, agglomerate, coke, agglomeration",2,2020-07-01 04:48:00.000
1873,154,"insulation, straw, envelope, zones, climatic",1,2020-07-01 04:48:00.000
1874,155,"smart, meter, end, user, meters",1,2020-07-01 04:48:00.000
1875,156,"desalination, wh, distillation, driven, processes",1,2020-07-01 04:48:00.000
1876,159,"mr, pbr, msr, ammonia, icfa",1,2020-07-01 04:48:00.000
1877,161,"uncertainty, practitioner, inferential, monte, carlo",2,2020-07-01 04:48:00.000
1878,163,"ornamental, roses, greenhouses, cultivation, adjustments",1,2020-07-01 04:48:00.000
1879,164,"blind, pv, sunlight, solar, roof",2,2020-07-01 04:48:00.000
1880,165,"narbonne, vetch, fish, meal, inclusion",1,2020-07-01 04:48:00.000
1881,167,"dea, envelopment, eco, undesirable, efficiency",2,2020-07-01 04:48:00.000
1882,170,"ammonia, plasma, nitrogen, droplets, nitrites",1,2020-07-01 04:48:00.000
1883,171,"covid, pandemic, haphazard, lockdown, outbreak",1,2020-07-01 04:48:00.000
1884,173,"vapour, solar, collector, cooling, driven",1,2020-07-01 04:48:00.000
1885,-1,"energy, carbon, co, water, footprint",333,2020-12-30 19:12:00.000
1886,0,"maize, rice, crop, wheat, agricultural",62,2020-12-30 19:12:00.000
1887,1,"milk, dairy, feed, farms, farm",51,2020-12-30 19:12:00.000
1888,2,"building, buildings, construction, design, bim",43,2020-12-30 19:12:00.000
1889,3,"chain, supply, logistics, manufacturer, papaya",19,2020-12-30 19:12:00.000
1890,4,"grid, power, pv, solar, system",18,2020-12-30 19:12:00.000
1891,5,"cities, city, china, urban, ecological",15,2020-12-30 19:12:00.000
1892,6,"cloud, centers, data, computing, center",6,2020-12-30 19:12:00.000
1893,7,"neutrino, legalization, seville, residency, planned",5,2020-12-30 19:12:00.000
1894,8,"concrete, strength, pervious, ash, permeability",9,2020-12-30 19:12:00.000
1895,9,"tourism, tourists, tourist, austria, travel",18,2020-12-30 19:12:00.000
1896,10,"travel, traffic, transport, vehicle, mobility",15,2020-12-30 19:12:00.000
1897,11,"sludge, wastewater, treatment, wwts, sewage",10,2020-12-30 19:12:00.000
1898,12,"waste, msw, management, solid, municipal",16,2020-12-30 19:12:00.000
1899,13,"household, income, expenditure, households, inequality",9,2020-12-30 19:12:00.000
1900,14,"networks, network, cellular, traffic, mobile",10,2020-12-30 19:12:00.000
1901,15,"biobased, biodegradable, polymers, bioplastics, monomers",9,2020-12-30 19:12:00.000
1902,16,"university, campus, universities, institutions, education",11,2020-12-30 19:12:00.000
1903,17,"diet, dietary, diets, food, intake",11,2020-12-30 19:12:00.000
1904,18,"hospitals, care, health, healthcare, direction",8,2020-12-30 19:12:00.000
1905,19,"asphalt, pavement, cma, rap, road",6,2020-12-30 19:12:00.000
1906,20,"textile, fashion, denim, apparel, cotton",17,2020-12-30 19:12:00.000
1907,21,"consumers, labels, meat, pay, basket",4,2020-12-30 19:12:00.000
1908,22,"endoscopy, surgical, anesthetic, care, health",7,2020-12-30 19:12:00.000
1909,23,"composites, fiber, fibers, composite, natural",8,2020-12-30 19:12:00.000
1910,24,"training, learning, ai, neural, models",13,2020-12-30 19:12:00.000
1911,25,"geopolymer, geopolymers, fly, ash, properties",6,2020-12-30 19:12:00.000
1912,26,"wine, bottle, grape, wineries, vineyard",7,2020-12-30 19:12:00.000
1913,27,"electrochemical, synthesis, ammonia, metal, catalysts",7,2020-12-30 19:12:00.000
1914,28,"combustion, fuel, jet, fuels, engine",7,2020-12-30 19:12:00.000
1915,29,"forest, wood, trees, tree, rhizosphere",7,2020-12-30 19:12:00.000
1916,30,"trade, mrio, extended, eu, united",2,2020-12-30 19:12:00.000
1917,31,"welding, laser, alloy, alloys, manufacturing",12,2020-12-30 19:12:00.000
1918,32,"pv, silicon, cells, photovoltaic, modules",11,2020-12-30 19:12:00.000
1919,33,"cements, cement, hydration, blended, csa",6,2020-12-30 19:12:00.000
1920,34,"countries, transmission, hidden, energy, electricity",4,2020-12-30 19:12:00.000
1921,35,"ethanol, sugarcane, corn, sugar, cob",7,2020-12-30 19:12:00.000
1922,36,"soil, retaining, backfill, gum, geopolymer",4,2020-12-30 19:12:00.000
1923,37,"conference, conferences, travel, online, virtual",9,2020-12-30 19:12:00.000
1924,38,"students, school, education, schools, student",5,2020-12-30 19:12:00.000
1925,39,"asthma, inhaler, inhalers, breezhaler, dpi",7,2020-12-30 19:12:00.000
1926,40,"optimists, personal, psb, pro, proenvironmental",6,2020-12-30 19:12:00.000
1927,41,"packaging, crates, crate, plastic, cardboard",5,2020-12-30 19:12:00.000
1928,42,"desalination, osmosis, reverse, seawater, islands",10,2020-12-30 19:12:00.000
1929,43,"wind, panhandle, windmill, texas, turbine",1,2020-12-30 19:12:00.000
1930,44,"oil, caprock, arctic, bitumen, shale",3,2020-12-30 19:12:00.000
1931,45,"smoothing, scheduling, corner, pareto, mbso",2,2020-12-30 19:12:00.000
1932,46,"run, ecological, countries, financial, capital",6,2020-12-30 19:12:00.000
1933,47,"electric, vehicles, vehicle, autonomous, fuel",6,2020-12-30 19:12:00.000
1934,48,"food, fries, potato, dehydrated, tomato",4,2020-12-30 19:12:00.000
1935,49,"fishing, fisheries, seafood, fishery, trawlers",9,2020-12-30 19:12:00.000
1936,50,"pretreatment, ethanol, biomass, fermentation, lignocellulosic",7,2020-12-30 19:12:00.000
1937,51,"hydrogen, plasma, electrolysis, renewable, power",8,2020-12-30 19:12:00.000
1938,52,"steel, scrap, mill, bfg, furnace",2,2020-12-30 19:12:00.000
1939,53,"biogenic, luc, plastic, formulas, recycled",1,2020-12-30 19:12:00.000
1940,54,"tb, care, psychiatry, healthcare, diagnosing",7,2020-12-30 19:12:00.000
1941,55,"research, bibliometric, georgia, science, publications",8,2020-12-30 19:12:00.000
1942,56,"companies, firms, scope, disclosure, reports",4,2020-12-30 19:12:00.000
1943,57,"reading, ict, smartphones, lcc, digital",3,2020-12-30 19:12:00.000
1944,58,"food, waste, flw, urine, wasted",6,2020-12-30 19:12:00.000
1945,59,"printing, scattering, orthoses, footwear, additive",4,2020-12-30 19:12:00.000
1946,60,"coal, pyrolysis, gasification, mcfc, methanol",5,2020-12-30 19:12:00.000
1947,61,"heat, pump, heating, pumps, district",10,2020-12-30 19:12:00.000
1948,62,"charging, electric, vehicle, ev, vehicles",6,2020-12-30 19:12:00.000
1949,63,"pyrolysis, liquid, readiness, biomass, slow",1,2020-12-30 19:12:00.000
1950,64,"cds, pec, photoelectrochemical, heterostructure, pda",6,2020-12-30 19:12:00.000
1951,65,"plasma, reforming, spark, cfd, methane",1,2020-12-30 19:12:00.000
1952,66,"separation, membranes, mofs, membrane, liquid",2,2020-12-30 19:12:00.000
1953,67,"itc, rankine, thermo, motor, compressed",2,2020-12-30 19:12:00.000
1954,68,"qcf, dataspace, em, manufacturing, discrete",1,2020-12-30 19:12:00.000
1955,69,"machining, cutting, mql, graphene, grinding",4,2020-12-30 19:12:00.000
1956,70,"hotel, hotels, stays, home, accommodation",6,2020-12-30 19:12:00.000
1957,71,"battery, lithium, batteries, ion, recycling",4,2020-12-30 19:12:00.000
1958,72,"carbonation, ternesite, cacl, clinker, curing",2,2020-12-30 19:12:00.000
1959,73,"cataract, surgical, eyefficiency, phacoemulsification, surgeries",1,2020-12-30 19:12:00.000
1960,74,"dialysis, hemodialysis, reject, osmosis, water",1,2020-12-30 19:12:00.000
1961,75,"refrigeration, refrigerant, refrigerants, refrigerator, vapor",5,2020-12-30 19:12:00.000
1962,76,"sport, pa, marathon, sports, runners",4,2020-12-30 19:12:00.000
1963,77,"rural, household, housing, households, stirpat",2,2020-12-30 19:12:00.000
1964,78,"evaporation, solar, vapor, interfacial, salt",3,2020-12-30 19:12:00.000
1965,79,"bitcoin, var, es, shortfall, cryptocurrencies",2,2020-12-30 19:12:00.000
1966,80,"lca, korea, south, studies, africa",2,2020-12-30 19:12:00.000
1967,81,"insect, edible, rearing, brings, allergy",1,2020-12-30 19:12:00.000
1968,82,"bivalve, caco, aquaculture, shell, shells",1,2020-12-30 19:12:00.000
1969,83,"ann, concrete, strength, compressive, uhpc",5,2020-12-30 19:12:00.000
1970,84,"cooling, thermosyphon, code, tower, cooled",4,2020-12-30 19:12:00.000
1971,86,"mcckd, cement, cogm, mineral, ckd",1,2020-12-30 19:12:00.000
1972,87,"freight, transport, modal, uni, truck",1,2020-12-30 19:12:00.000
1973,88,"digestion, anaerobic, biogas, ad, inoculum",3,2020-12-30 19:12:00.000
1974,89,"ports, marinas, port, biomass, islands",2,2020-12-30 19:12:00.000
1975,90,"acids, organonitrogen, carboxylic, fatty, electrodialysis",4,2020-12-30 19:12:00.000
1976,91,"ecc, composites, lc, fiber, cementitious",4,2020-12-30 19:12:00.000
1977,93,"rail, railway, train, flying, distance",2,2020-12-30 19:12:00.000
1978,94,"anesthesiologists, wisely, bc, choosing, anaesthesia",1,2020-12-30 19:12:00.000
1979,95,"lighting, light, control, azimuth, elevation",2,2020-12-30 19:12:00.000
1980,96,"olive, harvesting, tunisia, oil, olives",2,2020-12-30 19:12:00.000
1981,97,"entrepreneurs, green, innovation, business, textile",2,2020-12-30 19:12:00.000
1982,98,"ntic, hempcrete, samples, hemp, fire",2,2020-12-30 19:12:00.000
1983,99,"itlmcva, de, demeanor, ahome, allowelled",1,2020-12-30 19:12:00.000
1984,100,"coal, natural, methane, gas, stage",2,2020-12-30 19:12:00.000
1985,101,"irrigation, agricultural, water, agriculture, programming",3,2020-12-30 19:12:00.000
1986,102,"blockchain, pos, proof, blockchains, technology",3,2020-12-30 19:12:00.000
1987,103,"heterocycles, ru, mcrs, tandem, catalysts",2,2020-12-30 19:12:00.000
1988,104,"drying, porous, vacuum, dryer, saturated",2,2020-12-30 19:12:00.000
1989,106,"anaesthetic, inhaled, sevoflurane, iags, propofol",2,2020-12-30 19:12:00.000
1990,109,"telemedicine, asthma, healthcare, patients, adolescent",1,2020-12-30 19:12:00.000
1991,110,"biochar, peat, hydrochar, cdr, substrate",2,2020-12-30 19:12:00.000
1992,113,"wec, water, kaya, nexus, identity",1,2020-12-30 19:12:00.000
1993,114,"label, programme, barriers, labelling, thai",1,2020-12-30 19:12:00.000
1994,115,"bridge, poplar, timber, static, wood",2,2020-12-30 19:12:00.000
1995,116,"bricks, masonry, brick, lwas, firing",2,2020-12-30 19:12:00.000
1996,117,"usability, calculators, calculator, application, web",1,2020-12-30 19:12:00.000
1997,118,"palm, oil, wellbeing, negative, vegetable",2,2020-12-30 19:12:00.000
1998,119,"online, convenience, channels, retail, stores",2,2020-12-30 19:12:00.000
1999,120,"hydropower, reservoir, mekong, impoundment, droughts",2,2020-12-30 19:12:00.000
2000,121,"menus, school, menu, meals, children",2,2020-12-30 19:12:00.000
2001,122,"cassava, starch, cwbs, biogas, wwef",4,2020-12-30 19:12:00.000
2002,123,"hardware, computing, computer, software, quantifies",1,2020-12-30 19:12:00.000
2003,124,"deadlock, aviation, riding, airlines, collective",1,2020-12-30 19:12:00.000
2004,125,"pulp, beccs, trays, paper, egg",2,2020-12-30 19:12:00.000
2005,126,"coffee, stimulants, moka, stimulant, espresso",2,2020-12-30 19:12:00.000
2006,130,"pats, pipelines, adduction, wsss, pbp",1,2020-12-30 19:12:00.000
2007,133,"bamboo, seismic, retrofitting, structural, frbc",2,2020-12-30 19:12:00.000
2008,134,"fresh, food, ahp, array, distribution",1,2020-12-30 19:12:00.000
2009,136,"zinc, liberation, chromite, breakage, galvanisation",2,2020-12-30 19:12:00.000
2010,138,"windows, passive, metal, electrodeposition, inhibitors",2,2020-12-30 19:12:00.000
2011,139,"printing, shape, carrier, printed, printable",2,2020-12-30 19:12:00.000
2012,140,"aluminum, aluminium, biocarbon, primary, bio",3,2020-12-30 19:12:00.000
2013,141,"cg, gypsum, lime, gangue, coal",1,2020-12-30 19:12:00.000
2014,142,"ceramic, tableware, sec, forming, thailand",1,2020-12-30 19:12:00.000
2015,145,"biochar, shcp, cement, mortar, sand",2,2020-12-30 19:12:00.000
2016,147,"dfma, horn, product, design, principles",1,2020-12-30 19:12:00.000
2017,149,"aircraft, thermoacoustic, electrification, engine, board",1,2020-12-30 19:12:00.000
2018,150,"fog, iot, dissect, computing, cloud",1,2020-12-30 19:12:00.000
2019,153,"lignin, clps, hydrolysis, nanocellulose, hydroxyethyl",3,2020-12-30 19:12:00.000
2020,155,"workstations, manually, working, hours, restarting",1,2020-12-30 19:12:00.000
2021,160,"dental, oral, programme, toothbrushing, smile",1,2020-12-30 19:12:00.000
2022,161,"uncertainty, specimen, randomly, product, alternatives",1,2020-12-30 19:12:00.000
2023,162,"russia, russian, risks, cbam, tatarstan",7,2020-12-30 19:12:00.000
2024,164,"shpp, solar, generation, electricity, photovoltaic",1,2020-12-30 19:12:00.000
2025,166,"groundwater, irrigation, pakistan, indus, gravity",1,2020-12-30 19:12:00.000
2026,167,"dea, envelopment, hull, fdh, disposable",1,2020-12-30 19:12:00.000
2027,168,"activators, aams, alkali, residues, activated",1,2020-12-30 19:12:00.000
2028,169,"serpentine, mgo, brine, reject, mineralization",2,2020-12-30 19:12:00.000
2029,170,"ammonia, atr, autothermal, membrane, reforming",1,2020-12-30 19:12:00.000
2030,171,"covid, plastics, pandemic, macroplastic, plastic",1,2020-12-30 19:12:00.000
2031,172,"sparc, surgical, surgery, providers, introduction",1,2020-12-30 19:12:00.000
2032,173,"fins, peltier, solar, refrigerator, vaccine",2,2020-12-30 19:12:00.000
2033,-1,"energy, carbon, footprint, water, co",284,2021-07-01 09:36:00.000
2034,0,"crop, maize, wheat, rice, ha",39,2021-07-01 09:36:00.000
2035,1,"milk, dairy, beef, feed, livestock",34,2021-07-01 09:36:00.000
2036,2,"building, buildings, construction, embodied, bim",46,2021-07-01 09:36:00.000
2037,3,"supply, chain, newsvendor, retailer, greenness",9,2021-07-01 09:36:00.000
2038,4,"firmware, grid, hil, inverters, hsahpf",3,2021-07-01 09:36:00.000
2039,5,"city, china, cities, urban, bogota",11,2021-07-01 09:36:00.000
2040,6,"cloud, centers, computing, data, scheduling",7,2021-07-01 09:36:00.000
2041,7,"jet, zoo, astronomy, shrinking, airlines",4,2021-07-01 09:36:00.000
2042,8,"scc, scgc, concrete, mixes, durability",6,2021-07-01 09:36:00.000
2043,9,"tourism, twf, tourists, tourist, arrivals",7,2021-07-01 09:36:00.000
2044,10,"mobility, retirement, ridesharing, transport, migrants",3,2021-07-01 09:36:00.000
2045,11,"wastewater, treatment, sludge, ids, cept",7,2021-07-01 09:36:00.000
2046,12,"waste, msw, municipal, repulping, management",8,2021-07-01 09:36:00.000
2047,13,"household, households, lifestyle, consumption, income",7,2021-07-01 09:36:00.000
2048,14,"networks, cellular, traffic, sleep, cca",3,2021-07-01 09:36:00.000
2049,15,"plastics, packaging, biobased, phas, cellulose",7,2021-07-01 09:36:00.000
2050,16,"campus, university, universities, heis, institutions",6,2021-07-01 09:36:00.000
2051,17,"diet, dietary, diets, intake, food",12,2021-07-01 09:36:00.000
2052,18,"randomised, health, imaging, healthcare, care",6,2021-07-01 09:36:00.000
2053,19,"asphalt, pavement, road, retroreflective, warm",5,2021-07-01 09:36:00.000
2054,20,"polyester, leather, textiles, fabric, textile",5,2021-07-01 09:36:00.000
2055,21,"consumers, label, meat, warning, labels",7,2021-07-01 09:36:00.000
2056,22,"surgery, surgical, trusts, rsc, disposable",6,2021-07-01 09:36:00.000
2057,23,"composites, uhmwpe, properties, fiber, thermoplastics",5,2021-07-01 09:36:00.000
2058,24,"ai, asr, learning, speech, intelligence",4,2021-07-01 09:36:00.000
2059,25,"geopolymer, geopolymers, strength, cement, concrete",10,2021-07-01 09:36:00.000
2060,26,"wine, wines, biodynamic, wineries, vineyard",9,2021-07-01 09:36:00.000
2061,27,"reaction, hmf, scoby, catalyst, cu",8,2021-07-01 09:36:00.000
2062,28,"engine, combustion, engines, gasoline, fuel",6,2021-07-01 09:36:00.000
